filename,title,exposure_layer1,exposure_layer2,exposure_layer3,outcome_layer1,outcome_layer2,outcome_layer3,study_design,status
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,selenium,biomarker,metabolic pathways,sphingolipid metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,selenium,biomarker,metabolic pathways,glutathione metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,selenium,biomarker,metabolic pathways,purine metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,selenium,biomarker,metabolic pathways,beta-alanine metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,selenium,biomarker,metabolic pathways,pyrimidine metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,selenium,biomarker,metabolic pathways,propanoate metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,selenium,biomarker,metabolic pathways,arginine biosynthesis,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,selenium,biomarker,metabolic pathways,porphyrin and chlorophyll metabolisms,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,selenium,biomarker,metabolic pathways,"neomycin, kanamycin and gentamicin biosynthesis",longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,selenium,biomarker,metabolic pathways,galactose metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolomics,plasma metabolome,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolic pathways,glycerophospholipid metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolic pathways,sphingolipid metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolic pathways,glutathione metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolic pathways,purine metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolic pathways,beta-alanine metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolic pathways,pyrimidine metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolic pathways,propanoate metabolism,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolic pathways,arginine biosynthesis,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolic pathways,porphyrin and chlorophyll metabolisms,longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolic pathways,"neomycin, kanamycin and gentamicin biosynthesis",longitudinal study,success
2021 - ambient PM2.5 species and ultrafine particle exposure and their differential metabolomic signatures.pdf,Ambient PM species and ultrafine particle exposure and their differential metabolomic signatures,chemical,air pollution,lead,biomarker,metabolic pathways,galactose metabolism,longitudinal study,success
2013 - lead exposure and fear-potentiated startle in the VA Normative Aging Study a pilot study of a novel physiological approa.pdf,Lead exposure and fear-potentiated startle in the VA Normative Aging Study: A pilot study of a novel physiological approach to investigating neurotoxicant effects,chemical,lead,cumulative bone lead exposure,psychosocial,learning,declarative learning (awareness of conditioning contingency),cross-sectional study,success
2013 - lead exposure and fear-potentiated startle in the VA Normative Aging Study a pilot study of a novel physiological approa.pdf,Lead exposure and fear-potentiated startle in the VA Normative Aging Study: A pilot study of a novel physiological approach to investigating neurotoxicant effects,chemical,lead,cumulative bone lead exposure,psychosocial,learning,non-declarative learning (eyeblink conditioning),cross-sectional study,success
2013 - lead exposure and fear-potentiated startle in the VA Normative Aging Study a pilot study of a novel physiological approa.pdf,Lead exposure and fear-potentiated startle in the VA Normative Aging Study: A pilot study of a novel physiological approach to investigating neurotoxicant effects,chemical,lead,patella lead concentration,psychosocial,learning,declarative learning (awareness of conditioning contingency),cross-sectional study,success
2013 - lead exposure and fear-potentiated startle in the VA Normative Aging Study a pilot study of a novel physiological approa.pdf,Lead exposure and fear-potentiated startle in the VA Normative Aging Study: A pilot study of a novel physiological approach to investigating neurotoxicant effects,chemical,lead,patella lead concentration,psychosocial,learning,non-declarative learning (eyeblink conditioning),cross-sectional study,success
2013 - lead exposure and fear-potentiated startle in the VA Normative Aging Study a pilot study of a novel physiological approa.pdf,Lead exposure and fear-potentiated startle in the VA Normative Aging Study: A pilot study of a novel physiological approach to investigating neurotoxicant effects,chemical,lead,tibia lead concentration,psychosocial,learning,declarative learning (awareness of conditioning contingency),cross-sectional study,success
2013 - lead exposure and fear-potentiated startle in the VA Normative Aging Study a pilot study of a novel physiological approa.pdf,Lead exposure and fear-potentiated startle in the VA Normative Aging Study: A pilot study of a novel physiological approach to investigating neurotoxicant effects,chemical,lead,tibia lead concentration,psychosocial,learning,non-declarative learning (eyeblink conditioning),cross-sectional study,success
2012 - residential black carbon exposure and circulating markers of systemic inflammation in elderly males the Normative Aging.pdf,Residential Black Carbon Exposure and Circulating Markers of Systemic Inflammation in Elderly Males: The Normative Aging Study,chemical,air pollution,short-term residential black carbon,biomarker,systemic inflammation,interleukin-1β,repeated measures study,success
2012 - residential black carbon exposure and circulating markers of systemic inflammation in elderly males the Normative Aging.pdf,Residential Black Carbon Exposure and Circulating Markers of Systemic Inflammation in Elderly Males: The Normative Aging Study,chemical,air pollution,short-term residential black carbon,biomarker,systemic inflammation,interleukin-6,repeated measures study,success
2012 - residential black carbon exposure and circulating markers of systemic inflammation in elderly males the Normative Aging.pdf,Residential Black Carbon Exposure and Circulating Markers of Systemic Inflammation in Elderly Males: The Normative Aging Study,chemical,air pollution,short-term residential black carbon,biomarker,systemic inflammation,interleukin-8,repeated measures study,success
2012 - residential black carbon exposure and circulating markers of systemic inflammation in elderly males the Normative Aging.pdf,Residential Black Carbon Exposure and Circulating Markers of Systemic Inflammation in Elderly Males: The Normative Aging Study,chemical,air pollution,short-term residential black carbon,biomarker,systemic inflammation,tumor necrosis factor-α,repeated measures study,success
2012 - residential black carbon exposure and circulating markers of systemic inflammation in elderly males the Normative Aging.pdf,Residential Black Carbon Exposure and Circulating Markers of Systemic Inflammation in Elderly Males: The Normative Aging Study,chemical,air pollution,short-term residential black carbon,biomarker,systemic inflammation,vascular endothelial growth factor,repeated measures study,success
2012 - residential black carbon exposure and circulating markers of systemic inflammation in elderly males the Normative Aging.pdf,Residential Black Carbon Exposure and Circulating Markers of Systemic Inflammation in Elderly Males: The Normative Aging Study,chemical,air pollution,short-term residential black carbon,biomarker,systemic inflammation,soluble TNF receptor-2,repeated measures study,success
2012 - residential black carbon exposure and circulating markers of systemic inflammation in elderly males the Normative Aging.pdf,Residential Black Carbon Exposure and Circulating Markers of Systemic Inflammation in Elderly Males: The Normative Aging Study,chemical,air pollution,short-term residential black carbon,biomarker,systemic inflammation,C-reactive protein,repeated measures study,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,short-term PM2.5,biomarker,blood chemistry,serum uric acid (SUA),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,short-term PM2.5,biomarker,blood chemistry,blood urea nitrogen (BUN),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,short-term PM2.5,biomarker,renal function,estimated glomerular filtration rate (eGFR),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,short-term PM2.5,disease,renal disease,chronic kidney disease (CKD),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,vanadium,biomarker,blood chemistry,serum uric acid (SUA),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,vanadium,biomarker,blood chemistry,blood urea nitrogen (BUN),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,vanadium,biomarker,renal function,estimated glomerular filtration rate (eGFR),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,vanadium,disease,renal disease,chronic kidney disease (CKD),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,sulfur,biomarker,blood chemistry,serum uric acid (SUA),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,sulfur,biomarker,blood chemistry,blood urea nitrogen (BUN),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,sulfur,biomarker,renal function,estimated glomerular filtration rate (eGFR),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,sulfur,disease,renal disease,chronic kidney disease (CKD),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,lead,biomarker,blood chemistry,serum uric acid (SUA),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,lead,biomarker,blood chemistry,blood urea nitrogen (BUN),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,lead,biomarker,renal function,estimated glomerular filtration rate (eGFR),cross-sectional analysis,success
2021 - short-term exposure to PM 2.5 components and renal health findings from the veterans affairs Normative Aging Study.pdf,Short-term exposure to PM2.5 components and renal health: Findings from the Veterans Affairs Normative Aging Study,chemical,air pollution,lead,disease,renal disease,chronic kidney disease (CKD),cross-sectional analysis,success
2011 - medium-term exposure to traffic-related air pollution and markers of inflammation and endothelial function.pdf,Medium-Term Exposure to Traffic-Related Air Pollution and Markers of Inflammation and Endothelial Function,chemical,air pollution,medium-term black carbon (BC),biomarker,inflammation,soluble intercellular adhesion molecule-1 (sICAM-1),prospective cohort study,success
2011 - medium-term exposure to traffic-related air pollution and markers of inflammation and endothelial function.pdf,Medium-Term Exposure to Traffic-Related Air Pollution and Markers of Inflammation and Endothelial Function,chemical,air pollution,medium-term black carbon (BC),biomarker,endothelial function,soluble vascular cell adhesion molecule-1 (sVCAM-1),prospective cohort study,success
2015 - blood telomere length attrition and cancer development in the Normative Aging Study cohort.pdf,Blood Telomere Length Attrition and Cancer Development in the Normative Aging Study Cohort,biomarker,blood telomere length,blood telomere length attrition,disease,cancer,cancer incidence,longitudinal study,success
2015 - blood telomere length attrition and cancer development in the Normative Aging Study cohort.pdf,Blood Telomere Length Attrition and Cancer Development in the Normative Aging Study Cohort,biomarker,blood telomere length,blood telomere length attrition,disease,cancer,prostate cancer,longitudinal study,success
2014 - chemerin levels as predictor of acute coronary events a case-control study nested within the veterans affairs Normative .pdf,Chemerin levels as predictor of acute coronary events: A case control study nested within the veterans affairs normative aging study,biomarker,adipocytokine,circulating chemerin levels,disease,cardiovascular disease,acute coronary syndrome (ACS),nested case-control study,success
2017 - associations of annual ambient fine particulate matter mass and components with mitochondrial DNA abundance.pdf,Associations of Annual Ambient Fine Particulate Matter Mass and Components with Mitochondrial DNA Abundance,chemical,air pollution,annual PM2.5 mass,biomarker,mitochondrial DNA,mtDNA abundance,prospective cohort study,success
2017 - associations of annual ambient fine particulate matter mass and components with mitochondrial DNA abundance.pdf,Associations of Annual Ambient Fine Particulate Matter Mass and Components with Mitochondrial DNA Abundance,chemical,air pollution,annual PM2.5-associated nitrate,biomarker,mitochondrial DNA,mtDNA abundance,prospective cohort study,success
2017 - associations of annual ambient fine particulate matter mass and components with mitochondrial DNA abundance.pdf,Associations of Annual Ambient Fine Particulate Matter Mass and Components with Mitochondrial DNA Abundance,chemical,air pollution,annual PM2.5-associated organic carbon,biomarker,mitochondrial DNA,mtDNA abundance,prospective cohort study,success
2017 - associations of annual ambient fine particulate matter mass and components with mitochondrial DNA abundance.pdf,Associations of Annual Ambient Fine Particulate Matter Mass and Components with Mitochondrial DNA Abundance,chemical,air pollution,annual PM2.5-associated sulfate,biomarker,mitochondrial DNA,mtDNA abundance,prospective cohort study,success
2017 - associations of annual ambient fine particulate matter mass and components with mitochondrial DNA abundance.pdf,Associations of Annual Ambient Fine Particulate Matter Mass and Components with Mitochondrial DNA Abundance,chemical,air pollution,annual PM2.5-associated elemental carbon,biomarker,mitochondrial DNA,mtDNA abundance,prospective cohort study,success
2016 - the effects of daily co-occurrence of affect on older adults' reactivity to health stressors.pdf,The effects of daily co-occurrence of affect on older adults’ reactivity to health stressors,psychosocial,emotional complexity,daily co-occurrence of affect,psychosocial,emotional reactivity,reactivity to health stressors,observational study,success
2016 - the effects of daily co-occurrence of affect on older adults' reactivity to health stressors.pdf,The effects of daily co-occurrence of affect on older adults’ reactivity to health stressors,psychosocial,emotional complexity,daily co-occurrence of affect,psychosocial,negative affect,daily negative affect,observational study,success
2016 - the effects of daily co-occurrence of affect on older adults' reactivity to health stressors.pdf,The effects of daily co-occurrence of affect on older adults’ reactivity to health stressors,psychosocial,stress,health stressors,psychosocial,emotional reactivity,reactivity to health stressors,observational study,success
2016 - the effects of daily co-occurrence of affect on older adults' reactivity to health stressors.pdf,The effects of daily co-occurrence of affect on older adults’ reactivity to health stressors,psychosocial,stress,health stressors,psychosocial,negative affect,daily negative affect,observational study,success
2016 - DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study.pdf,DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study,biomarker,DNA methylation,baseline OGG1 methylation,disease,cancer incidence,all-cancer incidence,prospective cohort study,success
2016 - DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study.pdf,DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study,biomarker,DNA methylation,baseline OGG1 methylation,disease,cancer incidence,prostate cancer incidence,prospective cohort study,success
2016 - DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study.pdf,DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study,biomarker,DNA methylation,accelerated CRAT methylation,disease,cancer incidence,all-cancer incidence,prospective cohort study,success
2016 - DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study.pdf,DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study,biomarker,DNA methylation,accelerated CRAT methylation,disease,cancer incidence,prostate cancer incidence,prospective cohort study,success
2016 - DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study.pdf,DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study,biomarker,DNA methylation,decelerated iNOS methylation,disease,cancer incidence,all-cancer incidence,prospective cohort study,success
2016 - DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study.pdf,DNA methylation of oxidative stress genes and cancer risk in the Normative Aging Study,biomarker,DNA methylation,decelerated iNOS methylation,disease,cancer incidence,prostate cancer incidence,prospective cohort study,success
2020 - age and mitochondrial DNA copy number influence the association between outdoor temperature and cognitive function insights from the VA Normative Aging Study.pdf,Age and mitochondrial DNA copy number influence the association between outdoor temperature and cognitive function,physical,temperature,short-term outdoor temperature,psychosocial,cognitive function,Mini-Mental State Examination (MMSE) score,longitudinal cohort study,success
2020 - age and mitochondrial DNA copy number influence the association between outdoor temperature and cognitive function insights from the VA Normative Aging Study.pdf,Age and mitochondrial DNA copy number influence the association between outdoor temperature and cognitive function,biomarker,mitochondrial DNA,mitochondrial DNA copy number (mtDNAcn),psychosocial,cognitive function,Mini-Mental State Examination (MMSE) score,longitudinal cohort study,success
2016 - long-term ambient particle exposures and blood DNA methylation age findings from the VA Normative Aging Study.pdf,Long-term ambient particle exposures and blood DNA methylation age: findings from the VA normative aging study,chemical,air pollution,long-term PM2.5 exposure,biomarker,epigenetic,DNA methylation age (DNAm-age),longitudinal cohort study,success
2016 - long-term ambient particle exposures and blood DNA methylation age findings from the VA Normative Aging Study.pdf,Long-term ambient particle exposures and blood DNA methylation age: findings from the VA normative aging study,chemical,air pollution,long-term PM2.5 exposure,biomarker,genetic,relative telomere length (TL),longitudinal cohort study,success
2016 - long-term ambient particle exposures and blood DNA methylation age findings from the VA Normative Aging Study.pdf,Long-term ambient particle exposures and blood DNA methylation age: findings from the VA normative aging study,chemical,air pollution,long-term black carbon exposure,biomarker,epigenetic,DNA methylation age (DNAm-age),longitudinal cohort study,success
2016 - long-term ambient particle exposures and blood DNA methylation age findings from the VA Normative Aging Study.pdf,Long-term ambient particle exposures and blood DNA methylation age: findings from the VA normative aging study,chemical,air pollution,long-term black carbon exposure,biomarker,genetic,relative telomere length (TL),longitudinal cohort study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum g-tocopherol levels,disease,lung function,Forced Vital Capacity (FVC),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum g-tocopherol levels,disease,lung function,Forced Expiratory Volume in 1 Second (FEV1),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum g-tocopherol levels,disease,lung function,FEV1/FVC ratio,cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum g-tocopherol levels,disease,lung disease,Chronic Obstructive Pulmonary Disease (COPD),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum a-tocopherol levels,disease,lung function,Forced Vital Capacity (FVC),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum a-tocopherol levels,disease,lung function,Forced Expiratory Volume in 1 Second (FEV1),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum a-tocopherol levels,disease,lung function,FEV1/FVC ratio,cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum a-tocopherol levels,disease,lung disease,Chronic Obstructive Pulmonary Disease (COPD),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum d-tocopherol levels,disease,lung function,Forced Vital Capacity (FVC),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum d-tocopherol levels,disease,lung function,Forced Expiratory Volume in 1 Second (FEV1),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum d-tocopherol levels,disease,lung function,FEV1/FVC ratio,cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,biomarker,serum tocopherol,serum d-tocopherol levels,disease,lung disease,Chronic Obstructive Pulmonary Disease (COPD),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,behavior,diet,vitamin E intake,disease,lung function,Forced Vital Capacity (FVC),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,behavior,diet,vitamin E intake,disease,lung function,Forced Expiratory Volume in 1 Second (FEV1),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,behavior,diet,vitamin E intake,disease,lung function,FEV1/FVC ratio,cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,behavior,diet,vitamin E intake,disease,lung disease,Chronic Obstructive Pulmonary Disease (COPD),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,behavior,diet,use of vitamin E supplements,disease,lung function,Forced Vital Capacity (FVC),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,behavior,diet,use of vitamin E supplements,disease,lung function,Forced Expiratory Volume in 1 Second (FEV1),cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,behavior,diet,use of vitamin E supplements,disease,lung function,FEV1/FVC ratio,cross-sectional study,success
2016 - serum tocopherol levels and vitamin e intake are associated with lung function in the Normative Aging Study.pdf,Serum tocopherol levels and vitamin E intake are associated with lung function in the normative aging study,behavior,diet,use of vitamin E supplements,disease,lung disease,Chronic Obstructive Pulmonary Disease (COPD),cross-sectional study,success
2014 - associations between arrhythmia episodes and temporally and spatially resolved black carbon and particulate matter in el.pdf,Associations between arrhythmia episodes and temporally and spatially resolved black carbon and particulate matter in elderly patients,chemical,air pollution,short-term black carbon,disease,cardiovascular,ventricular arrhythmia,longitudinal cohort study,success
2014 - associations between arrhythmia episodes and temporally and spatially resolved black carbon and particulate matter in el.pdf,Associations between arrhythmia episodes and temporally and spatially resolved black carbon and particulate matter in elderly patients,chemical,air pollution,short-term PM2.5,disease,cardiovascular,ventricular arrhythmia,longitudinal cohort study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail arsenic,biomarker,blood pressure,systolic blood pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail arsenic,biomarker,blood pressure,diastolic blood pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail arsenic,biomarker,blood pressure,pulse pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail cadmium,biomarker,blood pressure,systolic blood pressure,cross-sectional study,success
